,Heading,Sub_Heading,Closing,Notice_status,Contract_location,Contract_value,Publication_date,Procurement_stage,Approach_to_market_date
588,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
589,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
590,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
591,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
592,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
593,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
594,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
595,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
596,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
597,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
598,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
599,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
600,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
601,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
602,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
603,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
604,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
605,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
606,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
607,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
608,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
609,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
610,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
611,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
612,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
613,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
614,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
615,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
616,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
617,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
618,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
619,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
620,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
621,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
622,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
623,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
624,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
625,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
626,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
627,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
628,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
629,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
630,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
631,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
632,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
633,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
634,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
635,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
636,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
637,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
638,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
639,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
640,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
641,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
642,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
643,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
644,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
645,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
646,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
647,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
648,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
649,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
650,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
651,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
652,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
653,RA320214 - Supply and installation of 5No. Trovex Hygipod Basin Units,Shropshire Healthcare Procurement Service,2022-07-15 17:30:00,Open,SY3 8XQ,0.0,"1 July 2022, last edited  1 July 2022",Opportunity,
654,GB-London: The National Portrait Gallery 2D Grephics Tender,National Portrait Gallery,2022-07-15 12:00:00,Open,London,28725000.0,1 July 2022,Opportunity,
655,LU00805 - The Provision of International Pathway Programmes,Loughborough University,2022-08-01 12:00:00,Open,East Midlands,3351250000.0,1 July 2022,Opportunity,
656,Tender for Insurance coverage and associated service (not broking services) in respect of Leasehold Right to Buy Residential Buildings Insurance,London Borough of Barking and Dagenham,2022-08-01 12:00:00,Open,IG11 8HE,95.75,1 July 2022,Opportunity,
657,Tate Galleries - Art Transport Framework Agreement 2022,Tate Gallery,2022-08-05 12:00:00,Open,Any region,1053250000.0,1 July 2022,Opportunity,
658,"965473b - New single storey extension and alterations to a property located in Ilkeston, Derbyshire",Derbyshire County Council,2022-07-29 11:00:00,Open,England,8617500.0,1 July 2022,Opportunity,
659,PURCON 1023 - Virtual Recruitment Events Platform,University of East Anglia,2022-08-01 11:30:00,Open,NR4 7TJ,76600000.0,1 July 2022,Opportunity,
660,Future Architecture for Submarine Technology to Enable RIOT (FASTER) - 704414450,Ministry of Defence,2022-07-08 00:00:00,Open,PO2 8BY,,2 July 2022,Early engagement,
661,Provision of Cleaning Services to Residential Accommodiation,University of Leeds,2022-08-04 00:00:00,Open,Yorkshire and the Humber,430875000.0,2 July 2022,Opportunity,
662,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-04-01
663,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-04-01
664,NHS Framework Agreement for the supply of Adult Influenza Vaccines - Secondary Care,NHS ENGLAND,,Open,"England, Isle of Man, Channel Islands",15320000000.0,"14 September 2021, last edited  2 July 2022",Future opportunity,2022-08-01
665,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"11 May 2021, last edited  2 July 2022",Future opportunity,2023-07-01
666,NHS Framework Agreement for the Supply of Human Albumin,NHS ENGLAND,,Open,"England, Northern Ireland, Isle of Man, Channel Islands",2872500000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2024-12-01
667,NHS National Framework Agreement for the supply of products for the treatment of Haemophilia A,NHS ENGLAND,,Open,"United Kingdom, Isle of Man, Channel Islands",20586250000.0,"17 March 2022, last edited  2 July 2022",Future opportunity,2023-02-01
668,Fire and Smoke Dampers Testing - UHB,University Hospitals Birmingham NHS Foundation Trust,2022-08-15 14:00:00,Open,West Midlands,0.0,1 July 2022,Opportunity,
669,Jigsaw Homes Group Ltd - Roof & Roofline Replacement (Lot 1 - North & Lot 2 - Tameside),Jigsaw Homes Group,2022-08-01 12:00:00,Open,North West,0.0,1 July 2022,Opportunity,
670,Render Replacement Works 2022-23,South Lakes Housing,2022-07-22 12:00:00,Open,North West,57450000.0,1 July 2022,Opportunity,
671,P262 - Health Inc Report system,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1819250.0,1 July 2022,Opportunity,
672,P261 - New Vehicle MEWP Technology - Control System,SparkFund,2022-07-15 12:00:00,Open,Yorkshire and the Humber,1340500.0,1 July 2022,Opportunity,
